Wavelength (nm),,Transmittance,,Reflectance
1252,,0.01781921,,0.98218079
1253,,0.017972494,,0.982027506
1254,,0.018137199,,0.981862801
1255,,0.018313581,,0.981686419
1256,,0.018501922,,0.981498078
1257,,0.018702521,,0.981297479
1258,,0.018915703,,0.981084297
1259,,0.01914182,,0.98085818
1260,,0.01938125,,0.98061875
1261,,0.0196344,,0.9803656
1262,,0.019901707,,0.980098293
1263,,0.020183637,,0.979816363
1264,,0.020480686,,0.979519314
1265,,0.020793387,,0.979206613
1266,,0.021122306,,0.978877694
1267,,0.021468047,,0.978531953
1268,,0.021831258,,0.978168742
1269,,0.022212626,,0.977787374
1270,,0.022612881,,0.977387119
1271,,0.023032796,,0.976967204
1272,,0.023473192,,0.976526808
1273,,0.023934941,,0.976065059
1274,,0.024418969,,0.975581031
1275,,0.024926264,,0.975073736
1276,,0.025457874,,0.974542126
1277,,0.026014914,,0.973985086
1278,,0.026598567,,0.973401433
1279,,0.027210089,,0.972789911
1280,,0.027850815,,0.972149185
1281,,0.02852216,,0.97147784
1282,,0.029225631,,0.970774369
1283,,0.029962826,,0.970037174
1284,,0.030735446,,0.969264554
1285,,0.031545293,,0.968454707
1286,,0.032394287,,0.967605713
1287,,0.033284468,,0.966715532
1288,,0.034218008,,0.965781992
1289,,0.035197214,,0.964802786
1290,,0.036224545,,0.963775455
1291,,0.037302611,,0.962697389
1292,,0.038434191,,0.961565809
1293,,0.039622241,,0.960377759
1294,,0.040869909,,0.959130091
1295,,0.042180543,,0.957819457
1296,,0.043557711,,0.956442289
1297,,0.045005207,,0.954994793
1298,,0.046527072,,0.953472928
1299,,0.048127608,,0.951872392
1300,,0.049811398,,0.950188602
1301,,0.051583316,,0.948416684
1302,,0.053448555,,0.946551445
1303,,0.055412639,,0.944587361
1304,,0.057481446,,0.942518554
1305,,0.059661232,,0.940338768
1306,,0.061958648,,0.938041352
1307,,0.064380765,,0.935619235
1308,,0.066935097,,0.933064903
1309,,0.069629622,,0.930370378
1310,,0.072472806,,0.927527194
1311,,0.075473634,,0.924526366
1312,,0.078641614,,0.921358386
1313,,0.081986792,,0.918013208
1314,,0.085519783,,0.914480217
1315,,0.089251778,,0.910748222
1316,,0.093194566,,0.906805434
1317,,0.09736056,,0.90263944
1318,,0.101762774,,0.898237226
1319,,0.106414821,,0.893585179
1320,,0.11133089,,0.88866911
1321,,0.116525699,,0.883474301
1322,,0.12201445,,0.87798555
1323,,0.127812792,,0.872187208
1324,,0.133936732,,0.866063268
1325,,0.140402522,,0.859597478
1326,,0.147226531,,0.852773469
1327,,0.154425074,,0.845574926
1328,,0.162014216,,0.837985784
1329,,0.170009533,,0.829990467
1330,,0.178425821,,0.821574179
1331,,0.187276768,,0.812723232
1332,,0.196574569,,0.803425431
1333,,0.206329489,,0.793670511
1334,,0.216549374,,0.783450626
1335,,0.227239109,,0.772760891
1336,,0.238400038,,0.761599962
1337,,0.250029328,,0.749970672
1338,,0.262119325,,0.737880675
1339,,0.274656884,,0.725343116
1340,,0.28762272,,0.71237728
1341,,0.300990797,,0.699009203
1342,,0.314727783,,0.685272217
1343,,0.328792624,,0.671207376
1344,,0.343136267,,0.656863733
1345,,0.357701568,,0.642298432
1346,,0.372423482,,0.627576518
1347,,0.387229382,,0.612770618
1348,,0.402039752,,0.597960248
1349,,0.416769273,,0.583230727
1350,,0.431328165,,0.568671835
1351,,0.44562384,,0.55437616
1352,,0.459562823,,0.540437177
1353,,0.473052719,,0.526947281
1354,,0.486004354,,0.513995646
1355,,0.498333941,,0.501666059
1356,,0.50996511,,0.49003489
1357,,0.52083083,,0.47916917
1358,,0.530875051,,0.469124949
1359,,0.540053907,,0.459946093
1360,,0.548336528,,0.451663472
1361,,0.555705399,,0.444294601
1362,,0.562156277,,0.437843723
1363,,0.56769768,,0.43230232
1364,,0.572350021,,0.427649979
1365,,0.576144423,,0.423855577
1366,,0.579121316,,0.420878684
1367,,0.581328898,,0.418671102
1368,,0.582821524,,0.417178476
1369,,0.583658103,,0.416341897
1370,,0.583900573,,0.416099427
1371,,0.58361249,,0.41638751
1372,,0.582857767,,0.417142233
1373,,0.58169959,,0.41830041
1374,,0.580199513,,0.419800487
1375,,0.578416734,,0.421583266
1376,,0.576407545,,0.423592455
1377,,0.574224938,,0.425775062
1378,,0.571918348,,0.428081652
1379,,0.569533525,,0.430466475
1380,,0.567112499,,0.432887501
1381,,0.564693601,,0.435306399
1382,,0.562311641,,0.437688359
1383,,0.559998074,,0.440001926
1384,,0.557781152,,0.442218848
1385,,0.555686142,,0.444313858
1386,,0.553735536,,0.446264464
1387,,0.551949263,,0.448050737
1388,,0.550344968,,0.449655032
1389,,0.548938249,,0.451061751
1390,,0.547742874,,0.452257126
1391,,0.546771028,,0.453228972
1392,,0.54603345,,0.45396655
1393,,0.545539576,,0.454460424
1394,,0.545297747,,0.454702253
1395,,0.545315359,,0.454684641
1396,,0.545598981,,0.454401019
1397,,0.546154515,,0.453845485
1398,,0.546987267,,0.453012733
1399,,0.548102009,,0.451897991
1400,,0.549503061,,0.450496939
1401,,0.551194348,,0.448805652
1402,,0.553179478,,0.446820522
1403,,0.555461806,,0.444538194
1404,,0.558044466,,0.441955534
1405,,0.560930397,,0.439069603
1406,,0.564122354,,0.435877646
1407,,0.567622909,,0.432377091
1408,,0.571434465,,0.428565535
1409,,0.575559247,,0.424440753
1410,,0.579999285,,0.420000715
1411,,0.584756417,,0.415243583
1412,,0.589832222,,0.410167778
1413,,0.595227974,,0.404772026
1414,,0.600944608,,0.399055392
1415,,0.606982677,,0.393017323
1416,,0.613342283,,0.386657717
1417,,0.620023091,,0.379976909
1418,,0.627024249,,0.372975751
1419,,0.634344264,,0.365655736
1420,,0.641980912,,0.358019088
1421,,0.649931083,,0.350068917
1422,,0.658190608,,0.341809392
1423,,0.666754244,,0.333245756
1424,,0.675615546,,0.324384454
1425,,0.684766736,,0.315233264
1426,,0.694198685,,0.305801315
1427,,0.703900682,,0.296099318
1428,,0.713860177,,0.286139823
1429,,0.724062739,,0.275937261
1430,,0.734491921,,0.265508079
1431,,0.745129171,,0.254870829
1432,,0.755953774,,0.244046226
1433,,0.766942653,,0.233057347
1434,,0.778070261,,0.221929739
1435,,0.789308492,,0.210691508
1436,,0.80062649,,0.19937351
1437,,0.811990744,,0.188009256
1438,,0.82336522,,0.17663478
1439,,0.83471128,,0.16528872
1440,,0.845987763,,0.154012237
1441,,0.857151157,,0.142848843
1442,,0.868155562,,0.131844438
1443,,0.878952983,,0.121047017
1444,,0.889493764,,0.110506236
1445,,0.899726944,,0.100273056
1446,,0.909600801,,0.090399199
1447,,0.919063338,,0.080936662
1448,,0.928062596,,0.071937404
1449,,0.936547249,,0.063452751
1450,,0.944467196,,0.055532804
1451,,0.95177412,,0.04822588
1452,,0.958422155,,0.041577845
1453,,0.964368586,,0.035631414
1454,,0.969574414,,0.030425586
1455,,0.974004933,,0.025995067
1456,,0.977630271,,0.022369729
1457,,0.980425799,,0.019574201
1458,,0.98237253,,0.01762747
1459,,0.983457456,,0.016542544
1460,,0.983673739,,0.016326261
1461,,0.983020809,,0.016979191
1462,,0.981504317,,0.018495683
1463,,0.979135963,,0.020864037
1464,,0.975933261,,0.024066739
1465,,0.971919228,,0.028080772
1466,,0.967122027,,0.032877973
1467,,0.961574575,,0.038425425
1468,,0.95531396,,0.04468604
1469,,0.948380867,,0.051619133
1470,,0.940818973,,0.059181027
1471,,0.932674206,,0.067325794
1472,,0.923994223,,0.076005777
1473,,0.914827942,,0.085172058
1474,,0.905224871,,0.094775129
1475,,0.895234564,,0.104765436
1476,,0.884906143,,0.115093857
1477,,0.87428766,,0.12571234
1478,,0.863425767,,0.136574233
1479,,0.852365482,,0.147634518
1480,,0.841149921,,0.158850079
1481,,0.829820117,,0.170179883
1482,,0.81841508,,0.18158492
1483,,0.806971517,,0.193028483
1484,,0.795523656,,0.204476344
1485,,0.784103205,,0.215896795
1486,,0.772739188,,0.227260812
1487,,0.761457925,,0.238542075
1488,,0.750283351,,0.249716649
1489,,0.73923703,,0.26076297
1490,,0.728338253,,0.271661747
1491,,0.717604237,,0.282395763
1492,,0.7070502,,0.2929498
1493,,0.696689369,,0.303310631
1494,,0.686533164,,0.313466836
1495,,0.676591327,,0.323408673
1496,,0.666872046,,0.333127954
1497,,0.657382087,,0.342617913
1498,,0.648126908,,0.351873092
1499,,0.63911078,,0.36088922
1500,,0.630336898,,0.369663102
1501,,0.621807489,,0.378192511
1502,,0.613523913,,0.386476087
1503,,0.60548676,,0.39451324
1504,,0.597695931,,0.402304069
1505,,0.590150729,,0.409849271
1506,,0.582849929,,0.417150071
1507,,0.575791849,,0.424208151
1508,,0.568974411,,0.431025589
1509,,0.562395204,,0.437604796
1510,,0.556051535,,0.443948465
1511,,0.549940475,,0.450059525
1512,,0.544058908,,0.455941092
1513,,0.538403563,,0.461596437
1514,,0.532971058,,0.467028942
1515,,0.527757924,,0.472242076
1516,,0.522760633,,0.477239367
1517,,0.517975629,,0.482024371
1518,,0.513399342,,0.486600658
1519,,0.509028216,,0.490971784
1520,,0.50485872,,0.49514128
1521,,0.500887336,,0.499112664
1522,,0.497110635,,0.502889365
1523,,0.49352529,,0.50647471
1524,,0.490128045,,0.509871955
1525,,0.48691572,,0.51308428
1526,,0.483885223,,0.516114777
1527,,0.481033492,,0.518966508
1528,,0.478357544,,0.521642456
1529,,0.47585451,,0.52414549
1530,,0.473521645,,0.526478355
1531,,0.471356332,,0.528643668
1532,,0.469356138,,0.530643862
1533,,0.467518757,,0.532481243
1534,,0.465841986,,0.534158014
1535,,0.464323726,,0.535676274
1536,,0.462961965,,0.537038035
1537,,0.461754759,,0.538245241
1538,,0.460700282,,0.539299718
1539,,0.459796833,,0.540203167
1540,,0.459042833,,0.540957167
1541,,0.458436828,,0.541563172
1542,,0.457977507,,0.542022493
1543,,0.457663666,,0.542336334
1544,,0.457494198,,0.542505802
1545,,0.457468091,,0.542531909
1546,,0.457584416,,0.542415584
1547,,0.457842339,,0.542157661
1548,,0.458241133,,0.541758867
1549,,0.458780173,,0.541219827
1550,,0.459458929,,0.540541071
1551,,0.460276968,,0.539723032
1552,,0.461233941,,0.538766059
1553,,0.462329588,,0.537670412
1554,,0.46356373,,0.53643627
1555,,0.464936269,,0.535063731
1556,,0.466447184,,0.533552816
1557,,0.468096529,,0.531903471
1558,,0.469884428,,0.530115572
1559,,0.471811072,,0.528188928
1560,,0.473876717,,0.526123283
1561,,0.476081677,,0.523918323
1562,,0.478426325,,0.521573675
1563,,0.480911084,,0.519088916
1564,,0.483536425,,0.516463575
1565,,0.48630286,,0.51369714
1566,,0.48921094,,0.51078906
1567,,0.492261247,,0.507738753
1568,,0.495454391,,0.504545609
1569,,0.498791,,0.501209
1570,,0.502271719,,0.497728281
1571,,0.505897201,,0.494102799
1572,,0.509668098,,0.490331902
1573,,0.513585055,,0.486414945
1574,,0.517648703,,0.482351297
1575,,0.521859648,,0.478140352
1576,,0.526218465,,0.473781535
1577,,0.530725682,,0.469274318
1578,,0.53538178,,0.46461822
1579,,0.540187173,,0.459812827
1580,,0.545142203,,0.454857797
1581,,0.550247157,,0.449752843
1582,,0.555502192,,0.444497808
1583,,0.560907306,,0.439092694
1584,,0.566462365,,0.433537635
1585,,0.572167084,,0.427832916
1586,,0.578021013,,0.421978987
1587,,0.584023626,,0.415976374
1588,,0.59017427,,0.40982573
1589,,0.596472094,,0.403527906
1590,,0.602916036,,0.397083964
1591,,0.609504783,,0.390495217
1592,,0.61623661,,0.38376339
1593,,0.623109448,,0.376890552
1594,,0.630120912,,0.369879088
1595,,0.637268284,,0.362731716
1596,,0.64454856,,0.35545144
1597,,0.651958545,,0.348041455
1598,,0.659494693,,0.340505307
1599,,0.667153066,,0.332846934
1600,,0.674929315,,0.325070685
1601,,0.682818634,,0.317181366
1602,,0.690815572,,0.309184428
1603,,0.698914124,,0.301085876
1604,,0.707107778,,0.292892222
1605,,0.715389508,,0.284610492
1606,,0.723751836,,0.276248164
1607,,0.732186951,,0.267813049
1608,,0.740686533,,0.259313467
1609,,0.74924172,,0.25075828
1610,,0.757843102,,0.242156898
1611,,0.766480695,,0.233519305
1612,,0.775143756,,0.224856244
1613,,0.783820917,,0.216179083
1614,,0.792500276,,0.207499724
1615,,0.801169421,,0.198830579
1616,,0.809815571,,0.190184429
1617,,0.818425643,,0.181574357
1618,,0.826986066,,0.173013934
1619,,0.835482868,,0.164517132
1620,,0.843901711,,0.156098289
1621,,0.852227865,,0.147772135
1622,,0.860446287,,0.139553713
1623,,0.86854177,,0.13145823
1624,,0.876498958,,0.123501042
1625,,0.884302414,,0.115697586
1626,,0.891936685,,0.108063315
1627,,0.899386377,,0.100613623
1628,,0.906636229,,0.093363771
1629,,0.913671197,,0.086328803
1630,,0.920476531,,0.079523469
1631,,0.927037857,,0.072962143
1632,,0.933341262,,0.066658738
1633,,0.939373373,,0.060626627
1634,,0.945121442,,0.054878558
1635,,0.950573423,,0.049426577
1636,,0.955718043,,0.044281957
1637,,0.960544876,,0.039455124
1638,,0.965044412,,0.034955588
1639,,0.96920811,,0.03079189
1640,,0.973028458,,0.026971542
1641,,0.976499015,,0.023500985
1642,,0.979614452,,0.020385548
1643,,0.982370585,,0.017629415
1644,,0.984764393,,0.015235607
1645,,0.98679403,,0.01320597
1646,,0.988458832,,0.011541168
1647,,0.989759313,,0.010240687
1648,,0.990697145,,0.009302855
1649,,0.991275142,,0.008724858
1650,,0.991497225,,0.008502775
1651,,0.991368386,,0.008631614
1652,,0.990894636,,0.009105364
1653,,0.99008297,,0.00991703
1654,,0.988941314,,0.011058686
1655,,0.987478462,,0.012521538
1656,,0.985704006,,0.014295994
1657,,0.983628221,,0.016371779
1658,,0.981261993,,0.018738007
1659,,0.978616757,,0.021383243
1660,,0.975704423,,0.024295577
1661,,0.972537342,,0.027462658
1662,,0.969128272,,0.030871728
1663,,0.965490258,,0.034509742
1664,,0.961636561,,0.038363439
1665,,0.957580588,,0.042419412
1666,,0.953335747,,0.046664253
1667,,0.948915452,,0.051084548
1668,,0.944333147,,0.055666853
1669,,0.939602179,,0.060397821
1670,,0.934735754,,0.065264246
1671,,0.929746878,,0.070253122
1672,,0.924648228,,0.075351772
1673,,0.919452143,,0.080547857
1674,,0.914170647,,0.085829353
1675,,0.908815425,,0.091184575
1676,,0.90339781,,0.09660219
1677,,0.8979289,,0.1020711
1678,,0.892419458,,0.107580542
1679,,0.886879839,,0.113120161
1680,,0.881319985,,0.118680015
1681,,0.875749349,,0.124250651
1682,,0.870176806,,0.129823194
1683,,0.864610783,,0.135389217
1684,,0.859059277,,0.140940723
1685,,0.853529861,,0.146470139
1686,,0.848029705,,0.151970295
1687,,0.842565713,,0.157434287
1688,,0.837144442,,0.162855558
1689,,0.831772049,,0.168227951
1690,,0.826454302,,0.173545698
1691,,0.821196505,,0.178803495
1692,,0.816003492,,0.183996508
1693,,0.810879789,,0.189120211
1694,,0.805829589,,0.194170411
1695,,0.800856767,,0.199143233
1696,,0.795964942,,0.204035058
1697,,0.791157467,,0.208842533
1698,,0.786437391,,0.213562609
1699,,0.781807498,,0.218192502
1700,,0.777270321,,0.222729679
1701,,0.772828155,,0.227171845
1702,,0.768483076,,0.231516924
1703,,0.764236945,,0.235763055
1704,,0.760091428,,0.239908572
1705,,0.756048004,,0.243951996
1706,,0.752108003,,0.247891997
1707,,0.748272567,,0.251727433
1708,,0.744542654,,0.255457346
1709,,0.740919083,,0.259080917
1710,,0.737402549,,0.262597451
1711,,0.733993607,,0.266006393
1712,,0.730692771,,0.269307229
1713,,0.727500499,,0.272499501
1714,,0.724417146,,0.275582854
1715,,0.721442967,,0.278557033
1716,,0.718578082,,0.281421918
1717,,0.715822485,,0.284177515
1718,,0.713176123,,0.286823877
1719,,0.710638887,,0.289361113
1720,,0.708210619,,0.291789381
1721,,0.705891132,,0.294108868
1722,,0.703680206,,0.296319794
1723,,0.701577569,,0.298422431
1724,,0.699582911,,0.300417089
1725,,0.69769589,,0.30230411
1726,,0.695916126,,0.304083874
1727,,0.694243228,,0.305756772
1728,,0.692676795,,0.307323205
1729,,0.691216406,,0.308783594
1730,,0.689861616,,0.310138384
1731,,0.688611963,,0.311388037
1732,,0.68746695,,0.31253305
1733,,0.68642607,,0.31357393
1734,,0.685488815,,0.314511185
1735,,0.684654678,,0.315345322
1736,,0.683923162,,0.316076838
1737,,0.683293773,,0.316706227
1738,,0.68276601,,0.31723399
1739,,0.682339368,,0.317660632
1740,,0.682013333,,0.317986667
1741,,0.681787388,,0.318212612
1742,,0.681661019,,0.318338981
1743,,0.681633711,,0.318366289
1744,,0.68170495,,0.31829505
1745,,0.681874222,,0.318125778
1746,,0.682141018,,0.317858982
1747,,0.682504827,,0.317495173
1748,,0.682965127,,0.317034873
1749,,0.683521391,,0.316478609
1750,,0.684173084,,0.315826916
1751,,0.684919666,,0.315080334
1752,,0.685760617,,0.314239383
1753,,0.686695426,,0.313304574
1754,,0.687723589,,0.312276411
1755,,0.6888446,,0.3111554
1756,,0.69005794,,0.30994206
1757,,0.691363048,,0.308636952
1758,,0.692759349,,0.307240651
1759,,0.69424625,,0.30575375
1760,,0.695823144,,0.304176856
1761,,0.697489443,,0.302510557
1762,,0.699244549,,0.300755451
1763,,0.701087803,,0.298912197
1764,,0.703018521,,0.296981479
1765,,0.705035996,,0.294964004
1766,,0.70713949,,0.29286051
1767,,0.709328294,,0.290671706
1768,,0.7116017,,0.2883983
1769,,0.713958975,,0.286041025
1770,,0.716399363,,0.283600637
1771,,0.718922073,,0.281077927
1772,,0.721526193,,0.278473807
1773,,0.724210731,,0.275789269
1774,,0.726974644,,0.273025356
1775,,0.729816834,,0.270183166
1776,,0.732736191,,0.267263809
1777,,0.735731651,,0.264268349
1778,,0.738802109,,0.261197891
1779,,0.741946412,,0.258053588
1780,,0.745163353,,0.254836647
1781,,0.748451661,,0.251548339
1782,,0.751809897,,0.248190103
1783,,0.755236501,,0.244763499
1784,,0.758729837,,0.241270163
1785,,0.76228819,,0.23771181
1786,,0.76590984,,0.23409016
1787,,0.76959308,,0.23040692
1788,,0.773336098,,0.226663902
1789,,0.777136997,,0.222863003
1790,,0.780993797,,0.219006203
1791,,0.784904363,,0.215095637
1792,,0.788866464,,0.211133536
1793,,0.792877851,,0.207122149
1794,,0.796936181,,0.203063819
1795,,0.801039017,,0.198960983
1796,,0.805183859,,0.194816141
1797,,0.809368004,,0.190631996
1798,,0.813588558,,0.186411442
1799,,0.817842519,,0.182157481
1800,,0.822126777,,0.177873223
